# Localization Prediction using LocTree3
# Domain: bact
#
# NOTATION Protein Id: Fasta sequences Id truncated by whitespace
# NOTATION Score: Reliability score on a 0-100 scale (0=unreliable & 100=most reliable)
# NOTATION Localization: Predicted sub-cellular localization class
# NOTATION Gene Ontology Terms: Gene Ontology (GO) term/s of the corresponding localization. GO terms predicted by PSI-BLAST are supported by evidence codes (see http://www.geneontology.org/GO.evidence.shtml)
#
# PSI-BLAST annotation based on Swiss-Prot release 2013_11.
# Protein Id	Score	Localization	Gene Ontology Terms
tr|Q5ZYK4|Q5ZYK4_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZRW8|Q5ZRW8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXR6|Q5ZXR6_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSL3|Q5ZSL3_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV91|Q5ZV91_LEGPH	57	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT12|Q5ZT12_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUF1|Q5ZUF1_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRT3|Q5ZRT3_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTF6|Q5ZTF6_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC0|Q5ZYC0_LEGPH	75	secreted	extracellular region GO:0005576;
tr|Q5ZXC8|Q5ZXC8_LEGPH	48	secreted	extracellular region GO:0005576;
tr|Q5ZUF2|Q5ZUF2_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVZ2|Q5ZVZ2_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXU7|Q5ZXU7_LEGPH	35	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTF1|Q5ZTF1_LEGPH	50	cytoplasm	cytoplasm GO:0005737
sp|Q5ZRD7|LPXB2_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWU0|Q5ZWU0_LEGPH	67	secreted	extracellular region GO:0005576;
tr|Q5ZUZ9|Q5ZUZ9_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSR5|Q5ZSR5_LEGPH	69	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS86|Q5ZS86_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXX7|Q5ZXX7_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVU4|Q5ZVU4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX02|Q5ZX02_LEGPH	37	periplasm	periplasmic space GO:0042597;
tr|Q5ZWB9|Q5ZWB9_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZS46|Q5ZS46_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUU1|Q5ZUU1_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTN1|Q5ZTN1_LEGPH	74	secreted	extracellular region GO:0005576;
tr|Q5ZWX0|Q5ZWX0_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYJ8|Q5ZYJ8_LEGPH	87	secreted	extracellular region GO:0005576;
tr|Q5ZTQ2|Q5ZTQ2_LEGPH	56	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYD5|Q5ZYD5_LEGPH	58	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUR9|Q5ZUR9_LEGPH	79	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWV5|Q5ZWV5_LEGPH	81	cytoplasm	cytoplasm GO:0005737
sp|Q5ZUT4|ASTB_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVI5|Q5ZVI5_LEGPH	58	secreted	extracellular region GO:0005576;
tr|Q5ZYI0|Q5ZYI0_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZX26|Q5ZX26_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTA7|Q5ZTA7_LEGPH	54	periplasm	periplasmic space GO:0042597;
tr|Q5ZTN8|Q5ZTN8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWI5|Q5ZWI5_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVA4|Q5ZVA4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRN3|Q5ZRN3_LEGPH	53	secreted	extracellular region GO:0005576;
tr|Q5ZUV5|Q5ZUV5_LEGPH	72	secreted	extracellular region GO:0005576;
tr|Q5ZUQ4|Q5ZUQ4_LEGPH	76	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWH6|Q5ZWH6_LEGPH	61	secreted	extracellular region GO:0005576;
tr|Q5ZTD8|Q5ZTD8_LEGPH	59	secreted	extracellular region GO:0005576;
tr|Q5ZWB4|Q5ZWB4_LEGPH	76	secreted	extracellular region GO:0005576;
tr|Q5ZTD6|Q5ZTD6_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSH5|Q5ZSH5_LEGPH	47	secreted	extracellular region GO:0005576;
tr|Q5ZSE4|Q5ZSE4_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRZ3|Q5ZRZ3_LEGPH	86	cytoplasm	cytoplasm GO:0005737
sp|Q5ZVH7|SECA_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZA1|Q5ZZA1_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRB3|Q5ZRB3_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY41|Q5ZY41_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVT0|Q5ZVT0_LEGPH	71	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTL3|Q5ZTL3_LEGPH	50	secreted	extracellular region GO:0005576;
tr|Q5ZUU4|Q5ZUU4_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZA3|Q5ZZA3_LEGPH	65	secreted	extracellular region GO:0005576;
tr|Q5ZXT5|Q5ZXT5_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXJ4|Q5ZXJ4_LEGPH	77	periplasm	periplasmic space GO:0042597;
tr|Q5ZWA0|Q5ZWA0_LEGPH	64	periplasm	periplasmic space GO:0042597;
tr|Q5ZUI1|Q5ZUI1_LEGPH	84	secreted	extracellular region GO:0005576;
tr|Q5ZTP6|Q5ZTP6_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVD4|Q5ZVD4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSK4|Q5ZSK4_LEGPH	44	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU29|Q5ZU29_LEGPH	82	secreted	extracellular region GO:0005576;
tr|Q5ZRK1|Q5ZRK1_LEGPH	26	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUZ3|Q5ZUZ3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRF8|Q5ZRF8_LEGPH	31	periplasm	periplasmic space GO:0042597;
tr|Q5ZWA1|Q5ZWA1_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSJ9|Q5ZSJ9_LEGPH	49	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZUX1|Q5ZUX1_LEGPH	55	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRY9|Q5ZRY9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTN3|Q5ZTN3_LEGPH	60	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV22|Q5ZV22_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUR5|Q5ZUR5_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWA6|Q5ZWA6_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|Q5ZZ94|GCSH_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW34|Q5ZW34_LEGPH	79	periplasm	periplasmic space GO:0042597;
tr|Q5ZVU3|Q5ZVU3_LEGPH	49	periplasm	periplasmic space GO:0042597;
tr|Q5ZTJ1|Q5ZTJ1_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSF5|Q5ZSF5_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTT9|Q5ZTT9_LEGPH	70	secreted	extracellular region GO:0005576;
tr|Q5ZW32|Q5ZW32_LEGPH	95	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRX6|Q5ZRX6_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSX3|Q5ZSX3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRM7|Q5ZRM7_LEGPH	74	periplasm	periplasmic space GO:0042597;
sp|Q5ZVS4|Y1366_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXQ0|Q5ZXQ0_LEGPH	72	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZU54|Q5ZU54_LEGPH	74	secreted	extracellular region GO:0005576;
tr|Q5ZX06|Q5ZX06_LEGPH	71	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWK2|Q5ZWK2_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZD0|Q5ZZD0_LEGPH	65	secreted	extracellular region GO:0005576;
tr|Q5ZVU0|Q5ZVU0_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUG6|Q5ZUG6_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZY95|Q5ZY95_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|Q5ZXC4|MURG_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS81|Q5ZS81_LEGPH	57	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUV4|Q5ZUV4_LEGPH	57	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZG6|Q5ZZG6_LEGPH	98	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTP9|Q5ZTP9_LEGPH	84	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYF9|Q5ZYF9_LEGPH	75	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZUI0|LPXK_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTQ4|Q5ZTQ4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYC7|Q5ZYC7_LEGPH	95	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZXH5|Q5ZXH5_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV94|Q5ZV94_LEGPH	48	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRS0|Q5ZRS0_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS93|Q5ZS93_LEGPH	71	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS15|Q5ZS15_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTC6|Q5ZTC6_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV02|Q5ZV02_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTQ5|Q5ZTQ5_LEGPH	87	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ30|Q5ZZ30_LEGPH	81	secreted	extracellular region GO:0005576;
tr|Q5ZZ22|Q5ZZ22_LEGPH	85	secreted	extracellular region GO:0005576;
tr|Q5ZTE3|Q5ZTE3_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
sp|Q5ZRT9|NUOB_LEGPH	92	cytoplasm	cytoplasm GO:0005737
tr|Q5ZST7|Q5ZST7_LEGPH	67	cytoplasm	cytoplasm GO:0005737
sp|Q5ZVQ2|ERPA_LEGPH	61	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSZ6|Q5ZSZ6_LEGPH	74	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRL4|Q5ZRL4_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU28|Q5ZU28_LEGPH	73	secreted	extracellular region GO:0005576;
tr|Q5ZWL0|Q5ZWL0_LEGPH	74	secreted	extracellular region GO:0005576;
tr|Q5ZT33|Q5ZT33_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWI2|Q5ZWI2_LEGPH	74	secreted	extracellular region GO:0005576;
tr|Q5ZRG8|Q5ZRG8_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXB7|Q5ZXB7_LEGPH	41	secreted	extracellular region GO:0005576;
tr|Q5ZVP0|Q5ZVP0_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTL0|Q5ZTL0_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW57|Q5ZW57_LEGPH	33	secreted	extracellular region GO:0005576;
tr|Q5ZT83|Q5ZT83_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUT3|Q5ZUT3_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVH5|Q5ZVH5_LEGPH	85	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZTA5|Q5ZTA5_LEGPH	53	cytoplasm	cytoplasm GO:0005737
sp|Q5ZY69|UPPS_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSS7|Q5ZSS7_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSV8|Q5ZSV8_LEGPH	22	secreted	extracellular region GO:0005576;
tr|Q5ZUP1|Q5ZUP1_LEGPH	70	secreted	extracellular region GO:0005576;
tr|Q5ZYK2|Q5ZYK2_LEGPH	81	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVM5|Q5ZVM5_LEGPH	39	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUX2|Q5ZUX2_LEGPH	44	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVJ3|Q5ZVJ3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSF0|Q5ZSF0_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYW0|Q5ZYW0_LEGPH	91	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRB9|Q5ZRB9_LEGPH	34	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY74|Q5ZY74_LEGPH	82	periplasm	periplasmic space GO:0042597;
tr|Q5ZSK0|Q5ZSK0_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUQ8|Q5ZUQ8_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVW0|Q5ZVW0_LEGPH	98	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZRQ1|Q5ZRQ1_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVD0|Q5ZVD0_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSE9|Q5ZSE9_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTY1|Q5ZTY1_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSU1|Q5ZSU1_LEGPH	76	secreted	extracellular region GO:0005576;
tr|Q5ZTV2|Q5ZTV2_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWP3|Q5ZWP3_LEGPH	99	periplasm	periplasmic space GO:0042597;
tr|Q5ZVG7|Q5ZVG7_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVH8|Q5ZVH8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ78|Q5ZZ78_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSH6|Q5ZSH6_LEGPH	43	secreted	extracellular region GO:0005576;
sp|Q5ZT07|RS21_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRP7|Q5ZRP7_LEGPH	31	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYD4|Q5ZYD4_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZWT1|Q5ZWT1_LEGPH	72	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSV3|Q5ZSV3_LEGPH	79	secreted	extracellular region GO:0005576;
tr|Q5ZWG4|Q5ZWG4_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ99|Q5ZZ99_LEGPH	75	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZK2|Q5ZZK2_LEGPH	73	cytoplasm	cytoplasm GO:0005737
sp|Q5ZVZ1|FOLD_LEGPH	85	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUC6|Q5ZUC6_LEGPH	74	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW80|Q5ZW80_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUI9|Q5ZUI9_LEGPH	67	secreted	extracellular region GO:0005576;
sp|Q5ZY91|TRMB_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXT0|Q5ZXT0_LEGPH	89	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRN4|Q5ZRN4_LEGPH	59	secreted	extracellular region GO:0005576;
tr|Q5ZYF6|Q5ZYF6_LEGPH	88	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSV7|Q5ZSV7_LEGPH	48	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWX1|Q5ZWX1_LEGPH	60	secreted	extracellular region GO:0005576;
sp|Q5ZXE5|TILS_LEGPH	22	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYD7|Q5ZYD7_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU40|Q5ZU40_LEGPH	33	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVX2|Q5ZVX2_LEGPH	58	secreted	extracellular region GO:0005576;
tr|Q5ZZA2|Q5ZZA2_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTE7|Q5ZTE7_LEGPH	73	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRX2|Q5ZRX2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXD6|Q5ZXD6_LEGPH	72	secreted	extracellular region GO:0005576;
tr|Q5ZWS2|Q5ZWS2_LEGPH	79	secreted	extracellular region GO:0005576;
tr|Q5ZZJ3|Q5ZZJ3_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZW37|Q5ZW37_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWZ9|Q5ZWZ9_LEGPH	86	cytoplasm	cytoplasm GO:0005737
sp|Q5ZW64|FLGI_LEGPH	38	secreted	extracellular region GO:0005576;
tr|Q5ZSD3|Q5ZSD3_LEGPH	66	secreted	extracellular region GO:0005576;
tr|Q5ZTV3|Q5ZTV3_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY16|Q5ZY16_LEGPH	51	secreted	extracellular region GO:0005576;
tr|Q5ZSD8|Q5ZSD8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUC4|Q5ZUC4_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTT8|Q5ZTT8_LEGPH	99	cytoplasm	cytoplasm GO:0005737
sp|Q5ZRF4|RSMA_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUV9|Q5ZUV9_LEGPH	85	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWG9|Q5ZWG9_LEGPH	62	fimbrium	pilus GO:0009289;
tr|Q5ZXQ6|Q5ZXQ6_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUR6|Q5ZUR6_LEGPH	81	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXJ8|Q5ZXJ8_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZ06|Q5ZZ06_LEGPH	76	cytoplasm	cytoplasm GO:0005737
tr|Q5ZS18|Q5ZS18_LEGPH	51	cytoplasm	cytoplasm GO:0005737
tr|Q5ZU14|Q5ZU14_LEGPH	62	periplasm	periplasmic space GO:0042597;
tr|Q5ZZE1|Q5ZZE1_LEGPH	100	cytoplasm	cytoplasm GO:0005737
sp|Q5ZVR7|RNH2_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWZ7|Q5ZWZ7_LEGPH	97	cytoplasm	cytoplasm GO:0005737
tr|Q5ZT10|Q5ZT10_LEGPH	87	cytoplasm	cytoplasm GO:0005737
sp|Q5ZY93|RL28_LEGPH	55	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTL8|Q5ZTL8_LEGPH	52	cytoplasm	cytoplasm GO:0005737
tr|Q5ZZH6|Q5ZZH6_LEGPH	98	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZWB6|Q5ZWB6_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWU8|Q5ZWU8_LEGPH	67	secreted	extracellular region GO:0005576;
tr|Q5ZWL7|Q5ZWL7_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUB5|Q5ZUB5_LEGPH	36	periplasm	periplasmic space GO:0042597;
tr|Q5ZSL8|Q5ZSL8_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSL4|Q5ZSL4_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZVI2|Q5ZVI2_LEGPH	86	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSW7|Q5ZSW7_LEGPH	50	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZVA2|Q5ZVA2_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSD1|Q5ZSD1_LEGPH	62	secreted	extracellular region GO:0005576;
tr|Q5ZX04|Q5ZX04_LEGPH	92	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZV36|Q5ZV36_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUA1|Q5ZUA1_LEGPH	52	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXL8|Q5ZXL8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZS91|Q5ZS91_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZYF0|Q5ZYF0_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZZA0|Q5ZZA0_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZRR8|Q5ZRR8_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYY5|Q5ZYY5_LEGPH	73	periplasm	periplasmic space GO:0042597;
tr|Q5ZU22|Q5ZU22_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSU9|Q5ZSU9_LEGPH	89	outer membrane	cell outer membrane GO:0009279; integral to membrane GO:0016021;
tr|Q5ZXR7|Q5ZXR7_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUL8|Q5ZUL8_LEGPH	34	secreted	extracellular region GO:0005576;
tr|Q5ZSP4|Q5ZSP4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYD0|Q5ZYD0_LEGPH	34	secreted	extracellular region GO:0005576;
tr|Q5ZWC4|Q5ZWC4_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW26|Q5ZW26_LEGPH	43	secreted	extracellular region GO:0005576;
tr|Q5ZXL4|Q5ZXL4_LEGPH	84	secreted	extracellular region GO:0005576;
tr|Q5ZWS4|Q5ZWS4_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZY84|Q5ZY84_LEGPH	57	secreted	extracellular region GO:0005576;
tr|Q5ZYU2|Q5ZYU2_LEGPH	94	cytoplasm	cytoplasm GO:0005737
tr|Q5ZVV7|Q5ZVV7_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTM4|Q5ZTM4_LEGPH	67	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWT4|Q5ZWT4_LEGPH	63	secreted	extracellular region GO:0005576;
tr|Q5ZZE7|Q5ZZE7_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZUR8|Q5ZUR8_LEGPH	87	cytoplasm	cytoplasm GO:0005737
sp|Q5ZXM2|HUTG_LEGPH	93	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYQ5|Q5ZYQ5_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWL3|Q5ZWL3_LEGPH	96	cytoplasm	cytoplasm GO:0005737
tr|Q5ZSN8|Q5ZSN8_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZSB4|Q5ZSB4_LEGPH	90	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWP0|Q5ZWP0_LEGPH	55	secreted	extracellular region GO:0005576;
tr|Q5ZTI5|Q5ZTI5_LEGPH	30	periplasm	periplasmic space GO:0042597;
tr|Q5ZZ10|Q5ZZ10_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZZE8|Q5ZZE8_LEGPH	37	secreted	extracellular region GO:0005576;
tr|Q5ZV41|Q5ZV41_LEGPH	44	secreted	extracellular region GO:0005576;
tr|Q5ZRR9|Q5ZRR9_LEGPH	99	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYK7|Q5ZYK7_LEGPH	58	secreted	extracellular region GO:0005576;
sp|Q5ZR98|ATPD_LEGPH	83	cytoplasm	cytoplasm GO:0005737
sp|Q5ZT62|AROC_LEGPH	70	cytoplasm	cytoplasm GO:0005737
tr|Q5ZV30|Q5ZV30_LEGPH	95	cytoplasm	cytoplasm GO:0005737
tr|Q5ZWI6|Q5ZWI6_LEGPH	99	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZTF2|Q5ZTF2_LEGPH	70	secreted	extracellular region GO:0005576;
tr|Q5ZT54|Q5ZT54_LEGPH	98	cytoplasm	cytoplasm GO:0005737
tr|Q5ZYA2|Q5ZYA2_LEGPH	83	cytoplasm	cytoplasm GO:0005737
tr|Q5ZTU9|Q5ZTU9_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZXM5|Q5ZXM5_LEGPH	100	inner membrane	plasma membrane GO:0005886; integral to membrane GO:0016021;
tr|Q5ZRB2|Q5ZRB2_LEGPH	49	secreted	extracellular region GO:0005576;
tr|Q5ZWQ8|Q5ZWQ8_LEGPH	83	periplasm	periplasmic space GO:0042597;
tr|Q5ZTU3|Q5ZTU3_LEGPH	100	cytoplasm	cytoplasm GO:0005737
tr|Q5ZW66|Q5ZW66_LEGPH	70	secreted	extracellular region GO:0005576;
tr|Q5ZWW2|Q5ZWW2_LEGPH	32	secreted	extracellular region GO:0005576;
